"filename", "language", "TypeScript", "comment", "blank", "total"
"/home/alex/git/mtg/mtg-common/src/DTO.ts", "TypeScript", 52, 0, 8, 60
"/home/alex/git/mtg/mtg-common/src/requests.ts", "TypeScript", 48, 0, 11, 59
"Total", "-", 100, 0, 19, 119
